"symbol","biotype","description","mean_exprs","exprs_rank","n_cells_exprs","total_feature_exprs","pct_total_exprs","pct_dropout","total_feature_counts","log10_total_feature_counts","pct_total_counts","total_feature_tpm","log10_total_feature_tpm","pct_total_tpm","is_feature_control_mito","is_feature_control_housekeeping","is_feature_control","nkx_de","nkx_marker","isl1_de","isl1_marker"
"ENSMUSG00000023944","Hsp90ab1","protein_coding","heat shock protein 90 alpha (cytosolic), class B member 1 [Source:MGI Symbol;Acc:MGI:96247]",11.279995090578,12020,503,17585.5123462111,0.0436420552087089,67.735728030789,8185174.05,6.91302797176704,0.368498662701175,14624.325946042,4.16510555372789,0.0461028514671771,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000023942","Slc29a1","protein_coding","solute carrier family 29 (nucleoside transporters), member 1 [Source:MGI Symbol;Acc:MGI:1927073]",0.865438868912519,4106,2,1349.21919663462,0.00334836412547654,99.8717126363053,43909.61,4.64256947030397,0.00197682205239486,1085.69322278062,3.03610695856867,0.00342262293479054,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000023940","Sgol1","protein_coding","shugoshin-like 1 (S. pombe) [Source:MGI Symbol;Acc:MGI:1919665]",3.42088005597275,9689,0,5333.15200726152,0.0132353103938704,100,170227.9,5.23103329279356,0.00766370429281577,3435.05808553061,3.53606049683912,0.0108289416744848,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000011960","Ccnt1","protein_coding","cyclin T1 [Source:MGI Symbol;Acc:MGI:1328363]",2.75819634590654,8908,0,4300.02810326829,0.0106714015598339,100,160187.46,5.20463122623735,0.0072116810749428,2572.01059011988,3.410441573704,0.00810820427866599,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000035919","Bbs9","protein_coding","Bardet-Biedl syndrome 9 (human) [Source:MGI Symbol;Acc:MGI:2442833]",0.432137034879334,1977,0,673.701637376882,0.00167192877146592,100,16890,4.22765536192304,0.000760392188975241,454.205401461741,2.65820740675061,0.00143187209013538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000035914","Cd276","protein_coding","CD276 antigen [Source:MGI Symbol;Acc:MGI:2183926]",0.94246903208615,4459,0,1469.30922102231,0.00364639214826951,100,41738.47,4.62054693017417,0.00187907676541015,982.80435938844,2.99290874265323,0.00309826815740813,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000009647","Mcu","protein_coding","mitochondrial calcium uniporter [Source:MGI Symbol;Acc:MGI:3026965]",1.64128327507202,6716,0,2558.76062583729,0.00635008922686984,100,99068.98,4.99594207531827,0.00446011122331228,1816.87399075626,3.25956377601694,0.00572765350276424,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000023939","Mrpl14","protein_coding","mitochondrial ribosomal protein L14 [Source:MGI Symbol;Acc:MGI:1333864]",4.30835984916408,10409,2,6716.7330048468,0.0166689503750989,99.8717126363053,128120.03,5.10762042141793,0.00576799704341466,7015.41161726298,3.84611505895865,0.0221159239041249,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000023938","Aars2","protein_coding","alanyl-tRNA synthetase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:2681839]",0.490659351927676,2277,0,764.937929655246,0.00189835034089538,100,9296,3.96834283095895,0.000418508335625449,461.541595901436,2.6651507944981,0.0014549992745154,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000009640","Dmap1","protein_coding","DNA methyltransferase 1-associated protein 1 [Source:MGI Symbol;Acc:MGI:1913483]",1.71487530112699,6884,0,2673.49059445698,0.00663481517206943,100,66977,4.82593217512484,0.00301532194440466,2245.04192174985,3.3514178579872,0.00707744306560891,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000023932","Cdc5l","protein_coding","cell division cycle 5-like (S. pombe) [Source:MGI Symbol;Acc:MGI:1918952]",4.02550394781887,10215,0,6275.76065464962,0.0155745870563659,100,210221.11,5.32267839078842,0.00946420899950888,4452.29650956109,3.64868161230597,0.014035762429357,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000011958","Bnip2","protein_coding","BCL2/adenovirus E1B interacting protein 2 [Source:MGI Symbol;Acc:MGI:109327]",3.13755567050093,9371,1,4891.44929031095,0.0121391345202601,99.9358563181527,173911.62,5.24033109780202,0.00782954632445413,3878.92164497952,3.58882295510538,0.0122282113453378,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000035901","Dennd5a","protein_coding","DENN/MADD domain containing 5A [Source:MGI Symbol;Acc:MGI:1201681]",1.82363961847526,7158,0,2843.05416520292,0.00705562194586097,100,70272.08,4.84678898865449,0.00316366730225241,1572.82685909207,3.19695695275182,0.0049583005285747,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000023927","Satb1","protein_coding","special AT-rich sequence binding protein 1 [Source:MGI Symbol;Acc:MGI:105084]",1.41747851460347,6078,0,2209.84900426681,0.00548419348543471,100,61395.54,4.78814389717948,0.00276404316482635,1331.9858792618,3.12482554882034,0.00419905487436185,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000009633","G0s2","protein_coding","G0/G1 switch gene 2 [Source:MGI Symbol;Acc:MGI:1316737]",0.535533996425658,2512,0,834.8975004276,0.00207196936261712,100,19059,4.28012289630231,0.000858041132603855,818.243296618512,2.91341289649506,0.00257949318875967,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000009630","Ppp2cb","protein_coding","protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform [Source:MGI Symbol;Acc:MGI:1321161]",1.4324191159895,6111,0,2233.14140182764,0.0055419983466341,100,36199,4.55870857053317,0.00162968838654321,1845.99415520655,3.26646552112212,0.00581945415199106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000023923","Tbc1d5","protein_coding","TBC1 domain family, member 5 [Source:MGI Symbol;Acc:MGI:1919488]",0.850346549099157,4054,0,1325.69027004559,0.00328997226898784,100,31819,4.50270017531056,0.00143249964837201,696.430359960859,2.84350084879918,0.00219548070529691,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000023921","Mut","protein_coding","methylmalonyl-Coenzyme A mutase [Source:MGI Symbol;Acc:MGI:97239]",1.54957192877419,6474,0,2415.78263695895,0.00599526002647962,100,62622.58,4.79673789128798,0.00281928482448059,1542.22758218245,3.18842997687182,0.00486183701131091,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000009628","Tex15","protein_coding","testis expressed gene 15 [Source:MGI Symbol;Acc:MGI:1934816]",0.21139202166021,611,0,329.560161768267,0.000817871125465424,100,12212,4.08682235709906,0.000549787413366823,159.195265824672,2.20464967743735,0.000501859417088484,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000023919","Cenpq","protein_coding","centromere protein Q [Source:MGI Symbol;Acc:MGI:1933744]",2.51058357403511,8549,1,3913.99979192074,0.00971339314106953,99.9358563181527,100537.42,5.0023320558406,0.00452622077369587,3085.08511900938,3.48940790040706,0.0097256599401617,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000023915","Tnfrsf21","protein_coding","tumor necrosis factor receptor superfamily, member 21 [Source:MGI Symbol;Acc:MGI:2151075]",0.657270462490685,3154,0,1024.68465102298,0.0025429650971242,100,32137,4.50701884641643,0.00144681609100635,648.621472988014,2.8126603719075,0.00204476428779825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000009621","Vav2","protein_coding","vav 2 oncogene [Source:MGI Symbol;Acc:MGI:102718]",0.614305390669489,2936,0,957.702104053733,0.0023767341704784,100,12062,4.08145532782257,0.000543034374388357,482.089855777641,2.68402791799563,0.00151977719156108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000023913","Pla2g7","protein_coding","phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma) [Source:MGI Symbol;Acc:MGI:1351327]",0.340303362520782,1431,0,530.532942169899,0.00131662629421236,100,19604.1,4.29236906185364,0.0008825816762516,411.921711649834,2.61586771891688,0.0012985737297135,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000023912","Slc25a27","protein_coding","solute carrier family 25, member 27 [Source:MGI Symbol;Acc:MGI:1921261]",0.237424918225697,782,0,370.145447513862,0.000918591835007452,100,11602,4.06457029224403,0.000522325054854396,260.551540513,2.41755728232302,0.000821382743802019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000023911","Flywch2","protein_coding","FLYWCH family member 2 [Source:MGI Symbol;Acc:MGI:1924167]",0.717661880399991,3459,0,1118.83487154359,0.00277661817705609,100,14872,4.1723985779393,0.000669541304584949,1177.81303543244,3.07144492967626,0.00371302852719467,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000023908","Pkmyt1","protein_coding","protein kinase, membrane associated tyrosine/threonine 1 [Source:MGI Symbol;Acc:MGI:2137630]",0.696452150801493,3348,0,1085.76890309953,0.00269455819541012,100,19103.15,4.28112771941141,0.000860028777076517,827.544836958277,2.91831601537054,0.00260881608092457,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000023906","Cldn6","protein_coding","claudin 6 [Source:MGI Symbol;Acc:MGI:1859284]",0.443157422475094,2038,5,690.882421638671,0.00171456641093416,99.6792815907633,58652,4.76829023043492,0.00264052828109981,574.443692280028,2.76000283391114,0.00181092053877605,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000023904","Hcfc1r1","protein_coding","host cell factor C1 regulator 1 (XPO1-dependent) [Source:MGI Symbol;Acc:MGI:2663619]",3.10069095732619,9325,72,4833.97720247153,0.0119965057482875,95.3816549069917,216036.98,5.3345301078845,0.00972604097820014,4908.82436819931,3.69106595703414,0.0154749560123694,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"ENSMUSG00000023902","Zscan10","protein_coding","zinc finger and SCAN domain containing 10 [Source:MGI Symbol;Acc:MGI:3040700]",0.512124947305534,2393,0,798.402792849327,0.00198140026166625,100,23072,4.36310406607464,0.00103870743540774,565.28237055241,2.75303304142348,0.00178203968256362,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"ENSMUSG00000082286","Pisd-ps1","transcribed_unprocessed_pseudogene","phosphatidylserine decarboxylase, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3842428]",0.259873889258934,915,0,405.143393354678,0.00100544641476073,100,6017.45,3.77948465685212,0.000270907162673124,411.922436937898,2.61586848174508,0.00129857601616745,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000082272","Gm11675","processed_pseudogene","predicted gene 11675 [Source:MGI Symbol;Acc:MGI:3650970]",2.15517464366986,7882,0,3359.91726948132,0.00833832373402482,100,12536.93,4.09822584081809,0.000564415846401976,3276.78896149699,3.51558098834132,0.0103300018981092,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000094242","Gm5456","processed_pseudogene","predicted gene 5456 [Source:MGI Symbol;Acc:MGI:3643775]",1.15849429570568,5256,0,1806.09260700516,0.0044821891859149,100,6093.56,3.7849423569651,0.000274333654650797,1790.6515011482,3.25325353777745,0.00564498770688684,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000082264","Gm12799","processed_pseudogene","predicted gene 12799 [Source:MGI Symbol;Acc:MGI:3652118]",0.975767346589429,4598,0,1521.22129333292,0.00377522260149577,100,7026.84,3.84682186552842,0.000316350162769614,928.657859782421,2.96832314538431,0.00292757256172637,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000070287","Slc35g2","protein_coding","solute carrier family 35, member G2 [Source:MGI Symbol;Acc:MGI:2685365]",0.15721662764818,265,0,245.100722503513,0.000608267706541825,100,7792,3.89170467623918,0.000350797864801366,209.509460695907,2.32327161863107,0.000660473760163009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000070284","Gmppb","protein_coding","GDP-mannose pyrophosphorylase B [Source:MGI Symbol;Acc:MGI:2660880]",0.887139376291403,4200,0,1383.0502876383,0.00343232291566053,100,27590.84,4.4407806629729,0.00124214678645741,1078.4295947014,3.03319432093627,0.00339972451419431,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000070283","Ndufaf3","protein_coding","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 3 [Source:MGI Symbol;Acc:MGI:1913956]",1.60508723355745,6621,0,2502.33099711606,0.00621004753097979,100,42381,4.62718144714753,0.00190800363297571,2093.28754707427,3.32103631035819,0.00659904088687079,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000070282","3000002C10Rik","transcribed_processed_pseudogene","RIKEN cDNA 3000002C10 gene [Source:MGI Symbol;Acc:MGI:3036226]",0.912320594172766,4325,0,1422.30780631534,0.00352974849893218,100,19630.96,4.29296366051144,0.000883790920431344,1149.41509583833,3.06085457192291,0.00362350467522966,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000070271","Gm13268","processed_pseudogene","predicted gene 13268 [Source:MGI Symbol;Acc:MGI:3651947]",3.67290841418035,9934,1,5726.06421770717,0.0142104026199516,99.9358563181527,29208.67,4.46552665050355,0.00131498191346095,6581.96900177589,3.81842181006863,0.0207495060196306,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"ENSMUSG00000082229","Nap1l2","protein_coding","nucleosome assembly protein 1-like 2 [Source:MGI Symbol;Acc:MGI:106654]",0.175953510969031,383,0,274.311523600719,0.000680760299824133,100,13951,4.14463646758849,0.000628077645257169,200.379866433362,2.30401604847194,0.000631692924055097,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000059897","Zfp930","protein_coding","zinc finger protein 930 [Source:MGI Symbol;Acc:MGI:2675306]",1.15693607269244,5248,0,1803.66333732751,0.00447616045503111,100,63502.6,4.80279834601352,0.00285890355355945,1626.2285401132,3.21144855277691,0.00512664810078405,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000059895","Ptp4a3","protein_coding","protein tyrosine phosphatase 4a3 [Source:MGI Symbol;Acc:MGI:1277098]",0.584217118508352,2795,0,910.794487754521,0.00226032330112547,100,20616.95,4.31424548209459,0.000928180446447193,598.487078119962,2.77777982636451,0.00188671676010183,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000059890","Ube4a","protein_coding","ubiquitination factor E4A [Source:MGI Symbol;Acc:MGI:2154580]",1.09652376236822,5047,0,1709.48054553206,0.0042424265428012,100,50230.77,4.70097848151789,0.00226140231818898,972.500738986171,2.9883362855299,0.00306578623087472,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000059883","Irak4","protein_coding","interleukin-1 receptor-associated kinase 4 [Source:MGI Symbol;Acc:MGI:2182474]",0.24807716058134,843,1,386.752293346309,0.000959805128563742,99.9358563181527,13038.69,4.11526726678779,0.000587005211987542,243.074614031403,2.38752261120986,0.000766287134701354,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000059878","Zfp422","protein_coding","zinc finger protein 422 [Source:MGI Symbol;Acc:MGI:1914505]",3.77738092918612,10030,3,5888.93686860116,0.0146146045040005,99.807568954458,281125.53,5.44890183204973,0.0126563444128789,4451.75793433767,3.64862908618469,0.014034064583342,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000105388","Rpl36a-ps2","processed_pseudogene","ribosomal protein L36A, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3780887]",5.80102429557761,11109,125,9043.79687680549,0.0224440365923677,91.9820397690827,125214.48,5.09765802266833,0.00563718842738878,11046.1216393777,4.04324913603253,0.0348226446201733,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000105382","Gm43339","TEC","predicted gene 43339 [Source:MGI Symbol;Acc:MGI:5663476]",0.103018419600872,43,0,160.60571615776,0.000398576020612864,100,5237,3.71916549408921,0.000235771100868167,136.822754732706,2.13932092612763,0.000431330590007753,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000047888","Tnrc6b","protein_coding","trinucleotide repeat containing 6b [Source:MGI Symbol;Acc:MGI:2443730]",2.38580841958373,8333,0,3719.47532613104,0.0092306407874102,100,77224.99,4.88776348445528,0.00347668911721084,1153.21149404929,3.06228539485336,0.00363547273334572,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000047881","Rell1","protein_coding","RELT-like 1 [Source:MGI Symbol;Acc:MGI:2140767]",1.07111600154413,4955,0,1669.86984640729,0.00414412446982059,100,30324.55,4.4818086862014,0.00136521912102955,1092.07637094961,3.03865050625281,0.00344274566270387,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000105374","Gm42551","TEC","predicted gene 42551 [Source:MGI Symbol;Acc:MGI:5662688]",0.0863108631552188,18,0,134.558635658986,0.000333934848790645,100,2523,3.4020893505721,0.000113586115617794,113.476544888624,2.05871651314821,0.000357732199987281,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000059857","Ntng1","protein_coding","netrin G1 [Source:MGI Symbol;Acc:MGI:1934028]",0.356849759230234,1534,0,556.328774639935,0.00138064394252696,100,8310,3.91965328231036,0.000374118359407001,428.131339924672,2.63259023268539,0.0013496742103408,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000059852","Kcng2","protein_coding","potassium voltage-gated channel, subfamily G, member 2 [Source:MGI Symbol;Acc:MGI:3694646]",0.260026586819739,916,0,405.381448851973,0.00100603719829613,100,7964.19,3.90119613983174,0.000358549903346046,267.652256733238,2.42919049308143,0.000843767588506662,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000059851","Kmt5c","protein_coding","lysine methyltransferase 5C [Source:MGI Symbol;Acc:MGI:2385262]",1.05541109868301,4896,0,1645.38590284681,0.00408336254286862,100,34548.88,4.53844654330419,0.0015553995553489,1228.11936417437,3.08959406082383,0.00387161807247731,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000047879","Usp14","protein_coding","ubiquitin specific peptidase 14 [Source:MGI Symbol;Acc:MGI:1928898]",4.33075906807266,10424,2,6751.65338712527,0.016755612464966,99.8717126363053,407361.35,5.6099808873474,0.0183395138324695,5308.3520241238,3.72504152117203,0.0167344577662333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000035898","Uba6","protein_coding","ubiquitin-like modifier activating enzyme 6 [Source:MGI Symbol;Acc:MGI:1913894]",3.03994730727299,9261,0,4739.27785203859,0.0117614898898663,100,198304,5.29733366450805,0.00892769761057112,2767.10620097496,3.44218274821702,0.00872323870844659,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000105366","Gm43719","TEC","predicted gene 43719 [Source:MGI Symbol;Acc:MGI:5663856]",0.324721689479388,1339,0,506.241113898365,0.00125634114074765,100,10964.91,4.04004467719731,0.000493643097502458,378.45711927298,2.5791627053558,0.00119307737128631,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000105361","AY036118","lincRNA","cDNA sequence AY036118 [Source:MGI Symbol;Acc:MGI:2158419]",12.1949767819353,12044,1454,19011.9688030371,0.0471820994346615,6.7350865939705,10905939.3,7.03766311599416,0.490988221264542,18427.2698852956,4.26548456394728,0.0580915448412373,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000035890","Rnf126","protein_coding","ring finger protein 126 [Source:MGI Symbol;Acc:MGI:1917544]",1.06424210982049,4928,0,1659.15344921014,0.00411752953252737,100,11668.98,4.06707011175256,0.00052534051185958,1276.07856024023,3.10621761396616,0.00402280833593748,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000047866","Lonp2","protein_coding","lon peptidase 2, peroxisomal [Source:MGI Symbol;Acc:MGI:1914137]",1.80065772035661,7109,1,2807.22538603595,0.00696670548282697,99.9358563181527,101265,5.00546365571618,0.00455897661436221,2182.1666075994,3.339086880006,0.00687923008267039,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000035885","Cox8a","protein_coding","cytochrome c oxidase subunit VIIIa [Source:MGI Symbol;Acc:MGI:105959]",8.66978008913447,11797,454,13516.1871589606,0.0335431902460149,70.8787684413085,756395.3,5.8787493957765,0.0340531129601885,14246.3775530341,4.15373493318262,0.0449113778437508,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"ENSMUSG00000059839","Zfp874b","protein_coding","zinc finger protein 874b [Source:MGI Symbol;Acc:MGI:3040702]",0.340113323484899,1428,0,530.236671312957,0.00131589103732357,100,17359.34,4.23955822652468,0.000781521997736262,326.891576892271,2.51573026035283,0.00103051818394505,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000059834","Sclt1","protein_coding","sodium channel and clathrin linker 1 [Source:MGI Symbol;Acc:MGI:1914411]",1.06871717559566,4947,0,1666.13007675363,0.00413484346449758,100,27888,4.44543294229517,0.00125552500687635,1082.53287123941,3.03484209108855,0.00341265999918408,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
